0.95 	1.57091 	7.69636e-05 	-0.00966436 	-0.0168671 	6.74034 	0.0155754 	1.19874e-06 	0.474945 	-0.0155754 	-1.19874e-06 	0.475055 	-0.778202
0.95 	1.5709 	-0.000135984 	0.00280062 	0.00229842 	6.73902 	0.0155754 	-2.11802e-06 	0.474952 	-0.0155754 	2.11802e-06 	0.475048 	-0.778202
0.95 	1.57068 	4.18142e-05 	0.0139639 	-0.00649754 	6.73986 	0.0155754 	6.51274e-07 	0.475054 	-0.0155754 	-6.51274e-07 	0.474946 	-0.778202
0.95 	1.57075 	8.61424e-05 	0.00311342 	-0.00812136 	6.73909 	0.0155754 	1.34171e-06 	0.47502 	-0.0155754 	-1.34171e-06 	0.47498 	-0.778202
0.95 	1.5708 	-0.000163585 	-0.0050894 	0.00521813 	6.74005 	0.0155754 	-2.54791e-06 	0.474999 	-0.0155754 	2.54791e-06 	0.475001 	-0.778202
0.95 	1.57076 	-0.000166343 	-0.0162089 	-0.00833476 	6.74066 	0.0155754 	-2.59086e-06 	0.475019 	-0.0155754 	2.59086e-06 	0.474981 	-0.778202
0.95 	1.57067 	-4.57747e-05 	0.0183726 	0.00314715 	6.73971 	0.0155754 	-7.12961e-07 	0.475061 	-0.0155754 	7.12961e-07 	0.474939 	-0.778202
0.95 	1.5708 	8.71242e-05 	0.0170519 	-0.00534777 	6.74091 	0.0155754 	1.357e-06 	0.474996 	-0.0155754 	-1.357e-06 	0.475004 	-0.778202
0.95 	1.57085 	-7.74887e-05 	0.016293 	0.00821662 	6.74041 	0.0155754 	-1.20692e-06 	0.474976 	-0.0155754 	1.20692e-06 	0.475024 	-0.778202
0.95 	1.57093 	-0.000172918 	0.0158918 	-0.0194914 	6.74064 	0.0155754 	-2.69328e-06 	0.474935 	-0.0155754 	2.69328e-06 	0.475065 	-0.778202
0.95 	1.57064 	-0.000127168 	0.0122774 	0.0125888 	6.73973 	0.0155754 	-1.98069e-06 	0.475072 	-0.0155754 	1.98069e-06 	0.474928 	-0.778202
0.95 	1.57085 	0.000114042 	-0.00893467 	-0.0142793 	6.7395 	0.0155754 	1.77625e-06 	0.474974 	-0.0155754 	-1.77625e-06 	0.475026 	-0.778202
0.95 	1.57082 	-2.00933e-05 	0.00577895 	-0.00630307 	6.73978 	0.0155754 	-3.12962e-07 	0.474989 	-0.0155754 	3.12962e-07 	0.475011 	-0.778202
0.95 	1.57082 	0.000165146 	-0.0131035 	-0.00743911 	6.73945 	0.0155754 	2.57223e-06 	0.474989 	-0.0155754 	-2.57223e-06 	0.475011 	-0.778202
0.95 	1.57095 	7.76806e-06 	-0.00468279 	-0.0065914 	6.73922 	0.0155754 	1.20991e-07 	0.474928 	-0.0155754 	-1.20991e-07 	0.475072 	-0.778202
0.95 	1.57065 	-7.98531e-05 	0.0135009 	0.00144171 	6.74033 	0.0155754 	-1.24375e-06 	0.475071 	-0.0155754 	1.24375e-06 	0.474929 	-0.778202
0.95 	1.57066 	8.86745e-05 	0.000454079 	-0.00958195 	6.74034 	0.0155754 	1.38114e-06 	0.475064 	-0.0155754 	-1.38114e-06 	0.474936 	-0.778202
0.95 	1.57088 	0.000169547 	-0.00730359 	-0.0148164 	6.74099 	0.0155754 	2.64077e-06 	0.474961 	-0.0155754 	-2.64077e-06 	0.47504 	-0.778202
0.95 	1.5707 	-2.29077e-07 	9.85153e-05 	0.00828268 	6.73949 	0.0155754 	-3.56797e-09 	0.475047 	-0.0155754 	3.56797e-09 	0.474953 	-0.778202
0.95 	1.57094 	3.75928e-05 	0.000647865 	-0.0166559 	6.74036 	0.0155754 	5.85524e-07 	0.474933 	-0.0155754 	-5.85524e-07 	0.475067 	-0.778202
0.95 	1.57062 	-0.000110417 	0.00765697 	0.00674548 	6.74047 	0.0155754 	-1.7198e-06 	0.475082 	-0.0155754 	1.7198e-06 	0.474918 	-0.778202
0.95 	1.57075 	-0.000120804 	0.00405669 	-0.00338326 	6.74005 	0.0155754 	-1.88157e-06 	0.475021 	-0.0155754 	1.88157e-06 	0.47498 	-0.778202
0.95 	1.5707 	-8.72393e-05 	5.93551e-05 	0.00219454 	6.73912 	0.0155754 	-1.35879e-06 	0.475044 	-0.0155754 	1.35879e-06 	0.474956 	-0.778202
0.95 	1.57081 	-6.72421e-05 	0.0109839 	-0.00352168 	6.7397 	0.0155754 	-1.04732e-06 	0.474991 	-0.0155754 	1.04732e-06 	0.475009 	-0.778202
