602
0	0.000000000	0.000000000
0.5	0.000057233	0.025851118
1	0.000489277	0.149292746
1.5	0.001659476	0.294450462
2	0.004370980	0.398576426
2.5	0.009479462	0.445229002
3	0.017258158	0.461793423
3.5	0.029213385	0.471743440
4	0.045099222	0.483674077
4.5	0.063426088	0.499047242
5	0.086016045	0.519329577
5.5	0.111202908	0.542413418
6	0.136673091	0.565571404
6.5	0.164968862	0.590757688
7	0.193915712	0.615852372
7.5	0.221247395	0.638961910
8	0.249920618	0.662686348
8.5	0.277831657	0.685376045
9	0.303134530	0.705693127
9.5	0.328787897	0.726131119
10	0.353039148	0.745374234
10.5	0.374519731	0.762405955
11	0.395899648	0.779384417
11.5	0.415819105	0.795252571
12	0.433285060	0.809217308
12.5	0.450557658	0.823075439
13	0.466599503	0.835979338
13.5	0.480665323	0.847303010
14	0.494613465	0.858514865
14.5	0.507636516	0.868935314
15	0.519137963	0.878066327
15.5	0.530644970	0.887096262
16	0.541502296	0.895479840
16.5	0.551198469	0.902819202
17	0.561013348	0.910071021
17.5	0.570388301	0.916797900
18	0.578859972	0.922681926
18.5	0.587533680	0.928490750
19	0.595911284	0.933874146
19.5	0.603557940	0.938578687
20	0.611458639	0.943218701
20.5	0.619153948	0.947514582
21	0.626228251	0.951265027
21.5	0.633582738	0.954960339
22	0.640784573	0.958378056
22.5	0.647433835	0.961358872
23	0.654370575	0.964293001
23.5	0.661182525	0.967004054
24	0.667484864	0.969366361
24.5	0.674069470	0.971689616
25	0.680542164	0.973834382
25.5	0.686533916	0.975701770
26	0.692795175	0.977536935
26.5	0.698949263	0.979229922
27	0.704643985	0.980703042
27.5	0.710591473	0.982149935
28	0.716432792	0.983484049
28.5	0.721833514	0.984644404
29	0.727468678	0.985783685
29.5	0.732997560	0.986833842
30	0.738104112	0.987747011
30.5	0.743426709	0.988643446
31	0.748643215	0.989469671
31.5	0.753456192	0.990188095
32	0.758467630	0.990893376
32.5	0.763374121	0.991543483
33	0.767896703	0.992108858
