151	27	21	2			
1	X	[CM]				
2	Y	[CM]				
3	Z	[CM]				
4	B	[GAUSS]				
5	Bx	[GAUSS]				
6	By	[GAUSS]				
7	Bz	[GAUSS]				
0						
-6.01	-38	-150	1.057	1.013	-0.153	-0.258
-6.01	-38	-148	1.108	1.036	-0.220	-0.325
-6.01	-38	-146	1.329	1.292	-0.135	-0.281
-6.01	-38	-144	1.277	1.247	-0.144	-0.236
-6.01	-38	-142	1.484	1.437	-0.230	-0.286
-6.01	-38	-140	1.477	1.403	-0.305	-0.346
-6.01	-38	-138	1.573	1.479	-0.360	-0.395
-6.01	-38	-136	1.934	1.781	-0.340	-0.673
-6.01	-38	-134	2.042	1.944	-0.386	-0.493
-6.01	-38	-132	2.189	2.058	-0.522	-0.530
-6.01	-38	-130	2.296	2.149	-0.579	-0.566
-6.01	-38	-128	2.486	2.228	-0.815	-0.741
-6.01	-38	-126	2.860	2.484	-1.013	-0.993
-6.01	-38	-124	3.288	3.039	-0.829	-0.940
-6.01	-38	-122	3.597	3.240	-1.115	-1.095
-6.01	-38	-120	4.280	3.922	-1.344	-1.063
-6.01	-38	-118	4.405	4.018	-1.361	-1.186
-6.01	-38	-116	4.577	3.975	-1.621	-1.587
-6.01	-38	-114	5.200	4.694	-1.765	-1.375
-6.01	-38	-112	5.844	5.040	-2.489	-1.601
-6.01	-38	-110	6.403	5.475	-2.869	-1.671
-6.01	-38	-108	7.093	6.008	-3.268	-1.880
-6.01	-38	-106	7.863	6.651	-3.768	-1.843
-6.01	-38	-104	8.593	7.096	-4.500	-1.797
-6.01	-38	-102	9.415	7.586	-5.248	-1.884
-6.01	-38	-100	10.332	8.152	-6.056	-1.907
-6.01	-38	-98	11.377	8.717	-7.087	-1.795
-6.01	-38	-96	12.567	9.158	-8.486	-1.436
-6.01	-38	-94	14.228	9.391	-10.678	-0.475
-6.01	-38	-92	16.765	9.143	-13.940	1.775
-6.01	-38	-90	21.119	7.695	-18.005	7.913
-6.01	-38	-88	31.296	1.532	-19.758	24.222
-6.01	-38	-86	51.983	-14.214	4.361	49.811
-6.01	-38	-84	71.577	-26.664	47.329	46.608
-6.01	-38	-82	84.712	-30.374	77.240	16.955
-6.01	-38	-80	82.083	-21.676	76.347	-20.952
-6.01	-38	-78	72.706	-9.593	54.221	-47.479
-6.01	-38	-76	78.771	1.149	46.434	-63.619
-6.01	-38	-74	15.557	-0.760	15.534	-0.397
-6.01	-38	-72	11.639	-1.156	11.582	0.016
-6.01	-38	-70	10.644	-1.764	10.496	0.038
-6.01	-38	-68	10.022	-1.744	9.869	0.034
-6.01	-38	-66	9.993	-2.358	9.711	-0.026
-6.01	-38	-64	9.927	-1.631	9.792	-0.014
-6.01	-38	-62	10.067	-1.799	9.905	0.061
-6.01	-38	-60	9.608	-2.374	9.310	-0.055
-6.01	-38	-58	9.593	-1.712	9.439	0.056
-6.01	-38	-56	9.720	-1.509	9.602	0.065
-6.01	-38	-54	9.276	-1.447	9.162	0.010
-6.01	-38	-52	9.071	-1.930	8.863	-0.082
-6.01	-38	-50	9.496	-1.526	9.372	-0.074
-6.01	-38	-48	9.370	-1.954	9.164	-0.017
-6.01	-38	-46	9.966	-1.789	9.804	-0.032
-6.01	-38	-44	9.726	-1.462	9.615	-0.035
-6.01	-38	-42	9.617	-1.958	9.416	0.016
-6.01	-38	-40	10.005	-1.802	9.840	-0.169
-6.01	-38	-38	9.649	-1.481	9.535	0.020
-6.01	-38	-36	9.617	-1.865	9.434	0.081
-6.01	-38	-34	9.482	-1.449	9.371	-0.012
-6.01	-38	-32	9.737	-1.418	9.633	-0.026
-6.01	-38	-30	9.224	-1.351	9.124	0.029
-6.01	-38	-28	9.406	-1.424	9.298	-0.024
-6.01	-38	-26	9.179	-1.501	9.056	0.032
-6.01	-38	-24	9.509	-1.255	9.426	0.017
-6.01	-38	-22	9.562	-1.787	9.393	0.055
-6.01	-38	-20	9.540	-1.461	9.427	0.031
-6.01	-38	-18	9.930	-1.963	9.734	-0.019
-6.01	-38	-16	9.760	-1.583	9.631	-0.016
-6.01	-38	-14	9.482	-1.581	9.349	0.063
-6.01	-38	-12	9.731	-1.500	9.615	-0.039
-6.01	-38	-10	9.209	-1.796	9.032	0.049
-6.01	-38	-8	8.957	-1.585	8.816	0.030
-6.01	-38	-6	8.873	-1.400	8.762	-0.015
-6.01	-38	-4	9.137	-1.286	9.046	0.035
-6.01	-38	-2	9.560	-1.351	9.464	0.042
-6.01	-38	0	9.334	-1.694	9.179	0.000
